1.464526e-04   0.000000e+00	-6.135891e-06   -1.493859e-05	-2.603158e-05   8.345624e-06	-2.716896e-06   2.679894e-06	6.232056e-06   -2.181418e-06	-2.362788e-06   3.280836e-06	-2.481305e-05   1.058307e-05	-5.263604e-06   -1.414981e-05	
-6.135891e-06   1.493859e-05	1.008286e-04   0.000000e+00	1.043659e-05   -1.176372e-05	-2.351927e-05   3.853650e-06	-7.322364e-06   -9.104017e-07	5.214207e-06   -2.171167e-06	2.188309e-06   -2.690058e-07	-2.289355e-05   3.134988e-09	
-2.603158e-05   -8.345624e-06	1.043659e-05   1.176372e-05	6.274106e-05   0.000000e+00	1.798412e-05   3.865898e-06	-2.325936e-05   -2.601227e-06	-7.172837e-06   -2.288079e-06	7.810758e-06   -7.586652e-07	2.428312e-06   -2.731136e-07	
-2.716896e-06   -2.679894e-06	-2.351927e-05   -3.853650e-06	1.798412e-05   -3.865898e-06	6.701826e-05   0.000000e+00	1.264059e-05   4.711890e-06	-2.086570e-05   -1.362634e-07	-6.832435e-06   2.697897e-06	5.515529e-06   2.294792e-06	
6.232056e-06   2.181418e-06	-7.322364e-06   9.104017e-07	-2.325936e-05   2.601227e-06	1.264059e-05   -4.711890e-06	8.242106e-05   0.000000e+00	1.296240e-05   -4.913373e-06	-2.351889e-05   4.654254e-06	-7.063925e-06   1.410840e-06	
-2.362788e-06   -3.280836e-06	5.214207e-06   2.171167e-06	-7.172837e-06   2.288079e-06	-2.086570e-05   1.362634e-07	1.296240e-05   4.913373e-06	6.633504e-05   0.000000e+00	1.642200e-05   -4.808804e-06	-2.377206e-05   -4.309278e-06	
-2.481305e-05   -1.058307e-05	2.188309e-06   2.690058e-07	7.810758e-06   7.586652e-07	-6.832435e-06   -2.697897e-06	-2.351889e-05   -4.654254e-06	1.642200e-05   4.808804e-06	6.245318e-05   0.000000e+00	9.702072e-06   1.008374e-05	
-5.263604e-06   1.414981e-05	-2.289355e-05   -3.134988e-09	2.428312e-06   2.731136e-07	5.515529e-06   -2.294792e-06	-7.063925e-06   -1.410840e-06	-2.377206e-05   4.309278e-06	9.702072e-06   -1.008374e-05	1.003982e-04   0.000000e+00	
